ID,Title,Authors (IDs),Authors (names),Base texts (IDs),Base texts (names)
95527,Commentary on Umāpati Śivācāriyār's Tiruvaruṭpayan,87768,S.Śivapadasundarāma,90136,Tiruvarutpayan
94838,Commentary on Umāpati Śivācārya's Śivaprakāśa,87186,Cidambara Nāthar,90135,Śivaprakāśa
93055,Commentary on Umāpati's Tiruvaruṭpayan,86352,Nirambavargiya Deśikar,90136,Tiruvarutpayan
93596,Commentary on Umāpati's Viṇavenpā,86519,Namaccivāya Tambirān,90137,Vināvenpā
88778,Commentary on Umasvati's Prasamaratiprakarana,85238,Haribhadra Sūri,88309,Praśamaratiprakaraṇa
89521,Commentary on Umāsvāti's Prasamatiprakaraṇa,85433,Haribhadra,,
88974,Commentary on Umāsvāti's Tattvārthasūtra,85296,Devasena,88308,Tattvārthādhigamasūtra and Bhāṣya
89183,Commentary on Umāsvāti's Tattvārthasūtras,85354,Devagupta,88308,Tattvārthādhigamasūtra and Bhāṣya
89435,Commentary on Umāsvāti's Tattvārthasūtra,85406,Śubhacandra,88308,Tattvārthādhigamasūtra and Bhāṣya
89626,Commentary on Umāsvāti's Tattvārthasūtra-Gandhahastimahābhāṣya,85463,Vasunandin Siddhāntika,,
90394,Commentary on Umāsvāti's Tattvārthasūtra,85658,Jayaśekhara Sūri,88308,Tattvārthādhigamasūtra and Bhāṣya
94893,Commentary on Umāsvāti's Tattvārthasūtra,87229,Devīdāsa,88308,Tattvārthādhigamasūtra and Bhāṣya
94912,Commentary on Umāsvāti's Tattvārthasūtra,87246,Divākara Bhaṭṭāraka,88308,Tattvārthādhigamasūtra and Bhāṣya
95180,Commentary on Umāsvāti's Tattvārthasūtra,87460,Lakṣmīdeva,88308,Tattvārthādhigamasūtra and Bhāṣya
95754,Commentary on Umāsvāti's Tattvārthasūtra,87972,Vīranandin,88308,Tattvārthādhigamasūtra and Bhāṣya
93725,Commentary on Vācaspati Mi'ṛa's Yogasūtra-Tattvavaiśāradī,86578,Balarāma Udāsīna,88183,Yogasūtra
93824,Commentary on Vācaspati Miśra's Tattvakaumudī,86620,Bhāratī Yati,89039,Sāṅkhyattvakaumudī
90268,Commentary on Vādīndra's Mahāvidyāviḍambana,85630,Ānandapūrṇa Vidyāsāgara,89839,Mahāvidyāviḍambana
90524,Commentary on Vādīndra's Mahāvidyāviḍambana,85710,Bhuvanasundara Sūri,89839,Mahāvidyāviḍambana
91226,Commentary on Vādirāja's Pāṣaṇḍakhaṇḍana,85949,Surottama Tīrtha,91168,Pāṣaṇḍakhaṇḍana
91227,Commentary on Vādirāja's Yuktimallikā,85949,Surottama Tīrtha,91174,Yuktimallikā
91802,Commentary on Vallabha's Bālabodha,86106,Dvārikeśa Gosvāmin,90811,Bālabodha
91383,Commentary on Vallabha's Bhaktivardhinī,85991,Gokulanātha,90815,Bhaktivardhinī
91803,Commentary on Vallabha's Bhaktivardhinī,86106,Dvārikeśa Gosvāmin,90815,Bhaktivardhinī
91934,Commentary on Vallabha's Bhaktivardhinī,86120,Harirāja,90815,Bhaktivardhinī
92062,Commentary on Vallabha's Bhaktivardhinī,86134,Jayagopāla Bhaṭṭa,90815,Bhaktivardhinī
93526,Commentary on Vallabha's Bhaktivardhinī,86500,Giridhara Prapanna,90815,Bhaktivardhinī
94906,Commentary of Vallabha's Bhaktivardhinī,87240,Dīkṣitalāla,90815,Bhaktivardhinī
91336,Commentary on Vallabha's Catuḥślokī,85977,Vallabha,90817,Catuḥślokī
91804,Commentary on Vallabha's Catuḥślokī,86106,Dvārikeśa Gosvāmin,90817,Catuḥślokī
93709,Commentary on Vallabha's Catuḥślokī,86570,Mathurānātha,90817,Catuḥślokī
95138,Commentary on Vallabha's Catuḥślokī,87431,Kṛṣṇa Rāya Bhaṭṭa,90817,Catuḥślokī
95833,Commentary on Vallabha's Catuḥślokī,,,90817,Catuḥślokī
92901,Commentary on Vallabha's Kṛṣṇāśraya,86301,Vrajarāja,90820,Kṛṣṇāśraya
91337,Commentary on Vallabha's Madhurāṣṭaka,85977,Vallabha,90821,Madhurāṣṭaka
91557,Commentary on Vallabha's Madhurāṣṭaka,86049,Raghunātha,90821,Madhurāṣṭaka
91729,Commentary on Vallabha's Madhurāṣṭaka,86095,Ghanaśyāma,,
91941,Commentary on Vallabha's Madhurāṣṭaka,86120,Harirāja,90821,Madhurāṣṭaka
92840,Commentary on Vallabha's Madhurāṣṭaka,86295,Bālakṛṣṇa,90821,Madhurāṣṭaka
91338,Commentary on Vallabha's Nirodhalakṣaṇa,85977,Vallabha,90824,Nirodhalakṣaṇa
91384,Commentary on Vallabha's Nirodhalakṣaṇa,85991,Gokulanātha,90824,Nirodhalakṣaṇa
91943,Commentary on Vallabha's Nirodhalakṣaṇa,86120,Harirāja,90824,Nirodhalakṣaṇa
92183,Commentary on Vallabha's Nirodhalakṣaṇa,86175,Gopeśaṇa,90824,Nirodhalakṣaṇa
92902,Commentary on Vallabha's Nirodhalakṣaṇa,86301,Vrajarāja,90824,Nirodhalakṣaṇa
93524,Commentary on Vallabha's Nirodhalakṣaṇa,86499,Gopeśvara,90824,Nirodhalakṣaṇa
90627,Commentary on Vallabha's Nyāyalīlāvatī,85759,Pragalbha,89537,Nyāyalīlāvatī
92403,Commentary on Vallabha's Pañcapadyāni,86205,Puruṣottama Pītāmbara,90826,Pañcapadyanī
93520,Commentary on Vallabha's Parivṛdhāṣṭaka,86499,Gopeśvara,90827,Parivṛdhāṣṭaka
91385,Commentary on Vallabha's Puṣṭipravāhamaryādā,85991,Gokulanātha,90829,Puṣṭipravāhamaryadā
91558,Commentary on Vallabha's Puṣṭipravāhamaryadā,86049,Raghunātha,90829,Puṣṭipravāhamaryadā
91386,Commentary on Vallabha's Saṃnyāsanirṇaya,85991,Gokulanātha,90831,Saṃnyāsanirṇaya
91559,Commentary on Vallabha's Saṃnyāsanirṇaya,86049,Raghunātha,90831,Saṃnyāsanirṇaya
92184,Commentary on Vallabha's Saṃnyāsanirṇaya,86175,Gopeśaṇa,90831,Saṃnyāsanirṇaya
92415,Commentary on Vallabha's Saṃnyāsanirṇaya,86205,Puruṣottama Pītāmbara,90831,Saṃnyāsanirṇaya
93521,Commentary on Vallabha's Saṃnyāsanirṇaya,86499,Gopeśvara,90831,Saṃnyāsanirṇaya
94228,Commentary on Vallabha's Saṃnyāsanirṇaya,86796,Kākā Vallabha,90831,Saṃnyāsanirṇaya
91282,Commentary on Vallabha's Sevāphala,85960,Lakṣmaṇa Bhaṭṭa,90833,Sevāphala
91340,Commentary on Vallabha's Sevāphala,85977,Vallabha,90833,Sevāphala
91387,Commentary on Vallabha's Sevāphala,85991,Gokulanātha,90833,Sevāphala
92063,Commentary on Vallabha's Sevāphala,86134,Jayagopāla Bhaṭṭa,90833,Sevāphala
92185,Commentary on Vallabha's Sevāphala,86175,Gopeśaṇa,90833,Sevāphala
95007,Commentary on Vallabha's Sevāphala,87316,Haridhanācaraṇa,90833,Sevāphala
91088,Commentary on Vallabha's Siddhāntamuktāvali,85920,Viṭṭhala Nātha Dīkṣita,90834,Siddhāntamuktāvali
91089,Commentary on Vallabha's Siddhāntarahasya,85920,Viṭṭhala Nātha Dīkṣita,90835,Siddhāntarahasya
91341,Commentary on Vallabha's Siddhāntamuktāvali,85977,Vallabha,90834,Siddhāntamuktāvali
91388,Commentary on Vallabha's Siddhāntamuktāvalī,85991,Gokulanātha,90834,Siddhāntamuktāvali
91561,Commentary on Vallabha's Siddhāntarahasya,86049,Raghunātha,90835,Siddhāntarahasya
91571,Commentary on Vallabha's Siddhāntamuktāvalī,86052,Kalyāṇarāya Bhaṭṭa,90834,Siddhāntamuktāvali
91572,Commentary on Vallabha's Siddhāntarahasya,86052,Kalyāṇarāya Bhaṭṭa,90835,Siddhāntarahasya
91652,Commentary on Vallabha's Siddhāntarahasya,86078,Gokulotsava,90835,Siddhāntarahasya
91805,Commentary on Vallabha's Siddhāntamuktāvali,86106,Dvārikeśa Gosvāmin,90834,Siddhāntamuktāvali
91948,Commentary on Vallabha's Siddhāntamuktāvalī,86120,Harirāja,90834,Siddhāntamuktāvali
91949,Commentary on Vallabha's Siddhāntarahasya,86120,Harirāja,90835,Siddhāntarahasya
92573,Commentary on Vallabha's Siddhāntamukāvalī,86237,Vrajanātha,,
92846,Commentary on Vallabha's Siddhāntarahasya,86295,Bālakṛṣṇa,90835,Siddhāntarahasya
92904,Commentary on Vallabha's Siddhāntarahasya,86301,Vrajarāja,90835,Siddhāntarahasya
93528,Commentary on Vallabha's Siddhāntarahasya,86500,Giridhara Prapanna,90835,Siddhāntarahasya
94097,Commentary on Vallabha's Siddhāntamuktāvalī,86714,Tribhuvanadāsa Pītāmbaradāsa Sāhā,90834,Siddhāntamuktāvali
91390,Commentary on Vallabha's Vivekadhairyāśraya,85991,Gokulanātha,90838,Vivekadhairyāśraya
91577,Commentary on Vallabha's Vivekadhairyāśraya,86052,Kalyāṇarāya Bhaṭṭa,90838,Vivekadhairyāśraya
91654,Commentary on Vallabha's Vivekadhairyāśraya,86078,Gokulotsava,90838,Vivekadhairyāśraya
95292,Commentary on Varadarāja's Tārkikarakṣā,87567,Nidhinātha,89624,Tārkikarakṣā
95492,Commentary on Varadarāja's Tārkikarakṣāsārasaṃgraha,87737,Sarasvatī Tīrtha,89624,Tārkikarakṣā
95601,Commentary on Varadarāja's Tārkikarakṣā,87835,Sundara Rāja,89624,Tārkikarakṣā
90500,Commentary on Vardhamāna's Kiraṇāvalīprakāśa,85698,Śeṣa Śārṅgadhara,90250,Prakāśa
88505,Commentary on Vasubandhu's Triṃśikā,85176,Paramārtha,88257,Triṃśikā
88810,Commentary on Vasubandhu's Triṃśikā,85242,Vinītadeva,88257,Triṃśikā
94932,Commentary on Vāsudeva Upaniṣad,87256,Gaṅgācaraṇa Vedāntavāgīśa,96181,Vāsudevopaniṣad
94383,Commentary on Vātsya Varada's Prapannapārijāta,86865,T. Vīrarāghavācārya,89779,Prapannapārijāta
94385,Commentary on Vātsya Vārada's Śrībhāṣya-Tattvasāra,86865,T. Vīrarāghavācārya,89780,Tattvasāra on Rāmānuja's Śrībhāṣya
94161,Commentary on Vedānta Deśika's Adhikaraṇasaṃgraha,86761,Śrīdharācārya,90169,Adhikārasaṅgraha
94376,Commentary on Vedānta Deśika's Īśopaniṣadbhāṣya,86865,T. Vīrarāghavācārya,90177,Bhāṣya on Īśā(vāsya)Upaniṣad
93131,Commentary on Vedānta Deśika's Nyāsadaśaka,86387,Śrīnivāsa,90181,Nyāsadaśaka
93132,Commentary on Vedānta Deśika's Nyāsatilaka,86387,Śrīnivāsa,90182,Nyāsatilaka
93133,Commentary on Vedānta Deśika's Nyāsaviṃśati,86387,Śrīnivāsa,90183,Nyāsaviṃśatī
90317,Commentary on Vedānta Deśika's Rahasyatrayaculūka,85637,Kumāra Vedānta Deśika,90197,Rahasyatrayaculūka
94374,Commentary on Vedānta Deśika's Tattvamuktākalāpa,86865,T. Vīrarāghavācārya,90206,Tattvamuktākalāpa and Sarvārthasiddhi thereon
93741,Commentary on Vedānta Deśika's Vairāgyapañcaka,86584,T.C.N.R.Tātācārya,90214,Vairāgyapañcaka
95285,Commentary on Vedānta Deśika's Vairāgyapañcaka,87561,Navalpakkam Kṛṣṇācārya,90214,Vairāgyapañcaka
95337,Commentary on Vedānta Deśika's Vairāgyapañcaka,87601,Pārthasārathi Aiyaṅgar,90214,Vairāgyapañcaka
90320,Commentary on Vedānta Deśika's Virodhaparihāra,85637,Kumāra Vedānta Deśika,90218,Virodhaparihāra
90052,Commentary on Vedottama Bhaṭṭāraka's Bṛhadvākyavārttika,85588,Ānandagiri,89627,Bṛhadvākyavṛtti
90119,Commentary on Vidagdhamukhamaṇḍana,85598,Jinaprabhā Sūri,96182,Vidagdhamukhamaṇḍana
95532,Commentary on Vidyāraṇya's Anubhūtiprakāśa,87773,Śivarāmāśrama,90288,Prakāśikā
94576,Commentary on Vidyaraṇya's Nyāyamālāvistara,86969,Satyavrata Samāśramin,90298,Nyāyamālāvistara
94671,Commentary on Vidyāraṇya's Nyāyamālāvistara,87036,Paṭṭābhirāma Śāstrin,90298,Nyāyamālāvistara
90725,Commentary on Vidyāraṇya's Pañcadaśī,85807,Sadānanda Yogīndra,90299,Pañcadaśī
95148,Commentary on Vidyāraṇya's Pañcadaśī,87441,Kṛṣṇa Vidvān,90299,Pañcadaśī
93974,Commentary on Vinayavijaya's Śāntasudhārasa,86650,Gambhiravijaya Gaṇi,92157,Śāntasudhārasa
89321,Commentary on a Vipakasutra,85384,Abhayadeva Sūri,96183,Vipākasūtra
94364,Commentary on Viśvanātha Nyāyasiddhānta Pañcānana's Siddhāntamuktāvalī,86861,Kuñjavihāra Tarkasiddhānta,91900,Bhāṣāpariccheda
92899,Commentary on Viśvanātha's Bhāṣāpariccheda,86301,Vrajarāja,91900,Bhāṣāpariccheda
93009,Commentary on Viśvanātha's Bhāṣāpariccheda,86332,Ananta Nārāyaṇa,91900,Bhāṣāpariccheda
93394,Commentary on Viśvanātha's Siddhāntamuktāvalī,86458,Rāmanātha Bhaṭṭācārya,91900,Bhāṣāpariccheda
94149,Commentary on Viśvanātha's Siddhāntamuktāvalī,86751,Vindhyeśvarī Prasāda Dvivedin,91900,Bhāṣāpariccheda
92444,Commentary on Viṭṭhaleśvara Dīkṣita's Nyāsadeśavivaraṇa,86205,Puruṣottama Pītāmbara,91080,Vivaraṇa
93980,Commentary on Vyāptipañcaka section of Gaṅgeśa's  Tattvacintāmaṇi,86653,Pramathanātha Tarkabhūṣaṇa,90147,Tattvacintāmaṇi
95493,Commentary on Vyāsatīrtha's Bhedojjīvana,87738,Sarkāra Śrīnivāsa,90887,Bhedojjīvana
91818,Commentary on Vyāsatīrtha's Nyāyāmṛta,86108,Śrinivāsa Tīrtha,90890,Nyāyāmṛta
92234,Commentary on Vyāsatīrtha's Nyāyāmṛta,86183,Lakṣmīnātha Tīrtha,90890,Nyāyāmṛta
93545,Commentary on Vyāsatīrtha's Nyāyāmṛta,86504,Timmana,90890,Nyāyāmṛta
95720,Commentary on Vyāsatīrtha's Nyāyāmṛta,87941,Veṅkaṭādri Sūri,90890,Nyāyāmṛta
91655,Commentary on Vyāsatīrtha's Tarkatāṇḍava,86078,Gokulotsava,90892,Tarkatāṇḍava
91824,Commentary on Vyāsatīrtha's Tarkatāṇḍava,86108,Śrinivāsa Tīrtha,90892,Tarkatāṇḍava
89969,Commentary on Yajñīyamantra Upaniṣad,85566,Madhva,96188,Yājñīyamantropaniṣad
95707,Commentary on Yāmuna's Āgamaprāmāṇya,87930,Vedāntācārya,89142,Āgamaprāmāṇya
89870,Commentary on Yaśobhadra’s Pratyākhyānasūtra,85538,Tilakācārya,89457,Prayākhyānasūtra
90102,Commentary on Yogīndudeva’s Paramātmaprakāśa,85593,Brahmadeva,88759,Paramātmaprakāśa
90278,Commentary on Yogīndudeva’s Paramātmaprakāśa,85632,Maladhārin Bālacandra,88759,Paramātmaprakāśa
95542,Commentary on Yogirāja Śiṣyamācaraṇa's Ādhyātmikadīpikā on the Bhagavadgītā,87782,Śrībhūpendranātha Sānyāla,95806,Ādhyātmikadīpikā on the Bhagavadgītā
89866,Completion of Cakreśvara's Samyaktvaprakaraṇa- Ratnamahodadhi,85538,Tilakācārya,89383,Darśanaśuddhi
90498,Completion of Cennubhaṭṭa's Tārkikarakṣāsaṃgrahavivaraṇa,85697,Rāmeśvara,89624,Tārkikarakṣā
89978,Completion of Haribhadra's Laghuvṛtti on Umāsvāti's Tattvārthasūtra,85573,Yaśobhadra Sūri,88308,Tattvārthādhigamasūtra and Bhāṣya
89314,Completion of Jineśvara's Vyākhyā on Haribhadra's Ṣoḍaśakaprakaraṇa,85384,Abhayadeva Sūri,88781,Ṣoḍaśakaprakaraṇa
95772,Completion of Yallayārya's Tattvacintāmaṇiprakāśanyāyapārijāta,87985,Viśvanātha,90746,Prakāśa on Gaṅgeśa's Tattvacintāmaṇi
113938,Composite Manuscript on Stotra,,,,
105948,Coraparīkṣā,,,,
113205,Cūḍākaraṇ,,,,
113374,Cuḍākarma Vidhi,,,,
113597,Cuḍākarma Vidhi Uṣṇiśa Maṇḍala Pujā Vidhi,,,,
88702,Cūḍāmaṇi on Śivaśarman's Bandhaśataka,85219,Cirantanācārya,89138,Bandhaśataka(prakaraṇa)
105946,Cūḍāmaṇisāra,,,,
96370,Cūḍāmaṇivyākhyā,,,96262,Āścaryacūḍāmaṇi
95835,Cūlasuññatasūtra,,,,
95973,Cūlikopaniṣad,,,,
94855,Curani on Municandra Suri's Bandhasataka-Commentary,87200,Cirantana,89397,Pañjikā on Haribhadra Sūri's Caityavandanavṛtti
42164,Cūrṇādhikāra,,,,
89465,Cūrṇī,85417,Yaśodeva Sūri,88488,Āvaśyakasūtraniryukti
89467,Cūrṇī,85417,Yaśodeva Sūri,95970,Caityavandanasūtra
89471,Cūrṇī,85418,Jinadāsagaṇi,88488,Āvaśyakasūtraniryukti
89514,Cūrṇī,85431,Vijayasimḥa Sūri,95951,Āvaśyakasūtra
95859,Cūrṇī,,,89367,Bhāṣya
89470,Cūrṇī on Anuyogadvārasūtra,85418,Jinadāsagaṇi,95931,Anuyogadvārasūtra
89474,Cūrṇī on Bhadrabāhu's Acaraṅgasūtraniryukti,85418,Jinadāsagaṇi,88489,Ācārāṅganiryukti
89473,Cūrṇī on Bhadrabāhu's Daśavaikālikasūtraniryukti,85418,Jinadāsagaṇi,88490,Daśavaikālikaniryukti
94710,Cūrṇī on Bhadrabāhu's Daśavaikālikasūtraniryukti,87067,Agastya,,
89475,Cūrṇī on Bhadrabāhu's Sukṛtaṅgasūtraniryukti,85418,Jinadāsagaṇi,88491,Sūtrakṛtāṅganiryukti
89476,Cūrṇī on Bhadrabāhu's Uttarādhyāyanasūtraniryukti,85418,Jinadāsagaṇi,"96173, 88492","Uttarādhyāyanasūtra, Uttarādhyānaniryukti"
90410,Cūrṇī on Bhadrabāhu's Uttarādhyāyanasūtraniryukti,85667,Jñānasāgara,96173,Uttarādhyāyanasūtra
90446,Cūrṇī on Candramaharṣi Mahāttara's Saptatikāsūtra,85673,Somasundara,88970,Saptatikā and autocommentary
95150,Cūrṇī on Haribhadra Sūrti's Nandīsūtravṛtti,87443,Kṣamāśramaṇa,,
89472,Cūrṇī on Haribhadra's Nandīsūtravivaraṇa,85418,Jinadāsagaṇi,"88774, 88309","Vivaraṇa, Praśamaratiprakaraṇa"
89461,Cūrṇī on Haribhadra's Pañcāśakasūtra,85417,Yaśodeva Sūri,88776,Pañcāśakasūtra
89464,Cūrṇī on an Īryopathikādaṇḍaka,85417,Yaśodeva Sūri,95998,Īryapathikādaṇḍaka
89399,Cūrṇī on Jinavallabha Sūri's Sārdhaśatakaprakaraṇa,85401,Municandra Sūri,89424,Sūkṣmārthavicārasāraprakaraṇa
89478,Cūrṇī on the Bhagavatīsūtra,85418,Jinadāsagaṇi,95956,Bhagavatīsūtra
89480,Cūrṇī on the Niṣīthasūtra,85418,Jinadāsagaṇi,96070,Niṣithasūtras
89463,Cūrṇī on the Pañcāśakasūtra,85417,Yaśodeva Sūri,,
89515,Cūrṇī on the (Śrāddha)Pratikramaṇasūtras,85431,Vijayasimḥa Sūri,96096,(Śrāddha)Pratikramaṇasūtra
89477,Cūrṇī on Umāsvāti's Prasamaratiprakaraṇa,85418,Jinadāsagaṇi,,
91304,Cūrṇī on Vīrabhadra's Catuśśaraṇa-Prakīrṇaka,85971,Vijayasena Sūri,95972,Catuḥśaraṇa
89479,Cūrṇīs on the Chedasūtra,85418,Jinadāsagaṇi,,
111287,Cyavana Caritra,,,,
110272,Dadhisaṅkrāntivrata,,,,
110258,Dadhisaṅkrāntivratakathā,,,,
92586,Dahara Vidyā Prakāśikā,86243,Śivendra Sarasvatī,,
105981,Daivajñabāndhava,,,,
105983,Daivajñacintāmaṇi,,,,
105977,Daivajñakāmadhenu,,,,
105979,Daivajñālaṅkṛti,,,,
105986,Daivajñavallabhā,107023,Śrīpati,,
110597,Ḍākinīprayoga,,,,
110598,Ḍākinīprayoga,,,,
111146,Dakṣiṇa Kālikā Stotra,,,,
111161,Dakṣiṇa-Kālikā Upaniṣad,,,,
111443,Dakṣiṇakālikopaniṣad,,,,
112168,Dakṣiṇākālīstotra,,,,
88644,Dakṣiṇāmūrtistotra,85218,Śaṃkara,,
92748,Dakṣiṇāmūrtivilāsa,86286,Vāsudevendra Yogin,,
93582,Dakṣiṇāmūrtivilāsa,86514,Amareśvara Śāstrin,,
93891,Dakṣiṇāmūrtyaṣṭaka and Vṛtti thereon,86631,Appaya,,
95974,Dakṣiṇāmurtyupaniṣad,,,,
93041,Dakṣiṇātyamatabhāga,86347,Śrīnivāsa Parikala Yati,,
96374,Ḍamaruka,41110,Ghanaśyāma,,
96381,Ḍamarukavyākhyānam,41119,Candraśekhara,96374,Ḍamaruka
41294,Damayantīsvayaṃvara,40340,Raghunātha paṇḍita,,
41494,Ḍambhakriyā,40532,Dharmavardhana,,
105950,Dampatīyogalakṣaṇa,,,,
111505,Dāna Dinakara,111504,Dinkara Bhaṭṭa,,
88978,Dānādhikāra(mahāyāna)sūtra,,,,
41607,Dānakamalākara,40645,Kamalākara,,
111058,Dānamayūkha,40656,Nīlakaṇṭha,,
41534,Dānaratnākara,40417,Anūpasiṃha,,
111406,Dānasaṅgraha,,,,
112689,Dānasaṅkṣepacandrikā,110834,Divākara,,
111808,Dānavākya,,,,
90802,Daṇḍakacaturviṃśatī,85841,Gajasāra,,
92214,Daṇḍakaraṇatāvicāra,86177,Raghudeva Nyāyālaṃkāra Bhaṭṭācārya,,
89905,Darpaṇa,85556,Amalānanda,88729,Pañcapādikā
95436,Darpaṇa,41070,Raṅgarājādhvarin,89058,Vivaraṇa
90326,Darpaṇa on Gaṅgeśa's Tattvacintāmaṇi,85641,Vāṭeśvara,90147,Tattvacintāmaṇi
91669,Darpaṇa on Gaṅgeśa's Tattvacintāmaṇi,86080,Rāmānuja Dīkṣita,90147,Tattvacintāmaṇi
91718,Darpaṇa on Gaṅgeśa's Tattvacintāmaṇi,86090,Rājacūḍāmaṇi Makhin,90147,Tattvacintāmaṇi
90924,Darpaṇa on Jayadeva Pakṣadhara Miśra's Tattvacintāmaṇyāloka,85871,Maheśa Ṭhakkura,90652,Tattvacintāmaṇyāloka
94802,Darpaṇa on Keśava Miśra's Tarkabhāṣā,87152,Bhāskara Bhaṭṭa,89886,Tarkabhāṣā
91746,Darpaṇa on Samarapuṅgavāda Dīkṣita's Advaitavidyātilaka,86101,Dharmayya Dīkṣita,91615,Advaitavidyātilaka
90626,Darpaṇa on Śrīharṣa's Khaṇḍanakhaṇḍakhādya,85759,Pragalbha,89538,Khaṇḍanakhaṇḍakhādya
93408,Darśanādvaitadarpaṇa,86464,Jagannātha Miśra,,
92097,Darśanakālikā,86144,Rāmānanda Tīrtha,,
94152,Darśanamālā,86753,Nārāyaṇa Guru,,
90777,Darśanaratnākara,85830,Indranandin,,
95015,Darśanasaṃgraha,87322,Harirāma,,
88793,Darśanasaptatikā,85238,Haribhadra Sūri,,
89400,Darśanasaptatikā,85401,Municandra Sūri,,
88972,Darśanasāra,85296,Devasena,,
89383,Darśanaśuddhi,85397,Candraprabhā Sūri,,
95975,Darśanopaniṣad,,,,
41737,Darśapourṇamāsamantrabhāṣya,40715,Tirumala yajvā,,
41762,Dārśapūrṇamāsaprayoga,40338,Anantadeva II,,
113959,Daśā phala,,,,
113960,Daśā phala kīma (kavi),,,,
111735,Daśa Slokī,,,,
88132,Daśabhūmikasūtra,,,,
113480,Daśabhūmīśvara,,,,
88209,Daśabhūmivibhāṣāśāstra,85117,Nāgārjuna,,
88883,Daśabuddhakasūtra,,,,
88290,Daśacakrakṣitigarbhasūtra,,,,
105990,Daśācintāmaṇi,,,,
88367,Daśadharmasūtra,,,,
88133,Daśādigandhākaravidhvaṃsaṇasūtra,,,,
105954,Daśāditya,,,,
112637,Daśagaṇakārikā,40885,Vararuci,,
95729,Daśagranthīviññāna on Aniruddha's Abhidhammatthasaṅgaha,87947,Vepullabuddhi,89450,Abhidhammatthasaṅgaha
105952,Daśājñānaphala,,,,
104742,Daśakalpa,,,,
111488,Daśakarma,,,,
105992,Daśakarmādipañjikā,,,,
113443,Daśakarmavidhi,,,,
95160,Daśakārya Kaṭṭalai,87449,Kumāra Deva,,
91405,Daśalakāravādārtha,85998,Bhavānanda Siddhāntavāgīśa,,
113510,Daśamī Pujā Vidhi,,,,
